Character,Frequency,Radical_position,Radical,Strokes
呀,929,口 30.4,口,7
板,930,木 75.4,木,8
庭,931,广 53.7,广,9
妇,932,女 38.3,女,6
归,933,彐 58.2,彐,5
睛,934,目 109.8,目,13
饭,935,食 184.4,食,7
额,936,頁 181.9,頁,15
含,937,口 30.4,口,7
顺,938,頁 181.3,頁,9
输,939,車 159.9,車,13
摇,940,手 64.10,手,13
招,941,手 64.5,手,8
婚,942,女 38.8,女,11
脱,943,肉 130.7,肉,11
补,944,衣 145.2,衣,7
谓,945,言 149.9,言,11
督,946,目 109.8,目,13
毒,947,毋 80.4,毋,9
油,948,水 85.5,水,8
疗,949,疒 104.2,疒,7
旅,950,方 70.6,方,10
泽,951,水 85.5,水,8
材,952,木 75.3,木,7
灭,953,火 86.1,火,5
逐,954,辵 162.7,辵,10
莫,955,艸 140.7,艸,10
笔,956,竹 118.4,竹,10
亡,957,亠 8.1,亠,3
鲜,958,魚 195.6,魚,14
词,959,言 149.5,言,7
圣,960,土 32.2,土,5
择,961,手 64.5,手,8
寻,962,彐 58.3,彐,6
厂,963,厂 27.0,厂,2
睡,964,目 109.8,目,13
博,965,十 24.10,十,12
勒,966,力 19.9,力,11
烟,967,火 86.6,火,10
授,968,手 64.8,手,11
诺,969,言 149.8,言,10
伦,970,人 9.4,人,6
岸,971,山 46.5,山,8
奥,972,大 37.9,大,12
唐,973,口 30.7,口,10
卖,974,十 24.6,十,8
俄,975,人 9.7,人,9
炸,976,火 86.5,火,9
载,977,戈 62.6,戈,10
洛,978,水 85.6,水,9
健,979,人 9.9,人,10
堂,980,土 32.8,土,11
旁,981,方 70.6,方,10
宫,982,宀 40.6,宀,9
喝,983,口 30.9,口,12
借,984,人 9.8,人,10
君,985,口 30.4,口,7
禁,986,示 113.8,示,13
阴,987,阜 170.4,阜,6
园,988,囗 31.4,囗,7
谋,989,言 149.9,言,11
宋,990,宀 40.4,宀,7
避,991,辵 162.13,辵,16
抓,992,手 64.4,手,7
荣,993,艸 140.6,艸,9
姑,994,女 38.5,女,8
孙,995,子 39.3,子,6
逃,996,辵 162.6,辵,9
牙,997,牙 92.0,牙,4
束,998,木 75.3,木,7
跳,999,足 157.6,足,13
顶,1000,頁 181.2,頁,8
玉,1001,玉 96.0,玉,5
镇,1002,金 167.10,金,15
雪,1003,雨 173.3,雨,11
午,1004,十 24.2,十,4
练,1005,糸 120.5,糸,8
迫,1006,辵 162.5,辵,8
爷,1007,父 88.2,父,6
篇,1008,竹 118.9,竹,15
肉,1009,肉 130.0,肉,6
嘴,1010,口 30.12,口,16
馆,1011,食 184.8,食,11
遍,1012,辵 162.9,辵,12
凡,1013,几 16.1,几,3
础,1014,石 112.5,石,10
洞,1015,水 85.6,水,9
卷,1016,卩 26.6,卩,8
坦,1017,土 32.5,土,8
牛,1018,牛 93.0,牛,4
宁,1019,宀 40.2,宀,5
纸,1020,糸 120.4,糸,7
诸,1021,言 149.8,言,10
训,1022,言 149.3,言,5
私,1023,禾 115.2,禾,7
庄,1024,广 53.3,广,6
祖,1025,示 113.5,示,9
丝,1026,一 1.4,一,5
翻,1027,羽 124.12,羽,18
暴,1028,日 72.11,日,15
森,1029,木 75.8,木,12
塔,1030,土 32.10,土,12
默,1031,黑 203.4,黑,16
握,1032,手 64.9,手,12
戏,1033,戈 62.2,戈,6
隐,1034,阜 170.9,阜,11
熟,1035,火 86.11,火,15
骨,1036,骨 188.0,骨,9
访,1037,言 149.4,言,6
弱,1038,弓 57.7,弓,10
蒙,1039,艸 140.10,艸,13
歌,1040,欠 76.10,欠,14
店,1041,广 53.5,广,8
鬼,1042,鬼 194.0,鬼,9
软,1043,車 159.4,車,8
典,1044,八 12.6,八,8
欲,1045,欠 76.7,欠,11
萨,1046,艸 140.9,艸,11
伙,1047,人 9.4,人,6
遭,1048,辵 162.11,辵,14
盘,1049,皿 108.6,皿,11
爸,1050,父 88.4,父,8
扩,1051,手 64.3,手,6
盖,1052,皿 108.6,皿,11
弄,1053,廾 55.4,廾,7
雄,1054,隹 172.4,隹,12
稳,1055,禾 115.9,禾,14
忘,1056,心 61.3,心,7
亿,1057,人 9.1,人,3
刺,1058,刀 18.6,刀,8
拥,1059,手 64.5,手,8
徒,1060,彳 60.7,彳,10
姆,1061,女 38.5,女,8
杨,1062,木 75.3,木,7
齐,1063,齊 210.0,齊,6
赛,1064,宀 40.11,宀,14
趣,1065,走 156.8,走,15
曲,1066,曰 73.2,曰,6
刀,1067,刀 18.0,刀,2
床,1068,广 53.4,广,7
迎,1069,辵 162.4,辵,7
冰,1070,冫 15.4,冫,6
虚,1071,虍 141.5,虍,11
玩,1072,玉 96.4,玉,8
析,1073,木 75.4,木,8
窗,1074,穴 116.7,穴,12
醒,1075,酉 164.9,酉,16
妻,1076,女 38.5,女,8
透,1077,辵 162.7,辵,10
购,1078,貝 154.4,貝,8
替,1079,曰 73.8,曰,12
塞,1080,土 32.10,土,13
努,1081,力 19.5,力,7
休,1082,人 9.4,人,6
虎,1083,虍 141.2,虍,8
扬,1084,手 64.3,手,6
途,1085,辵 162.7,辵,10
侵,1086,人 9.7,人,9
刑,1087,刀 18.4,刀,6
绿,1088,糸 120.8,糸,11
兄,1089,儿 10.3,儿,5
迅,1090,辵 162.3,辵,6
套,1091,大 37.7,大,10
贸,1092,貝 154.5,貝,9
毕,1093,比 81.2,比,6
唯,1094,口 30.8,口,11
谷,1095,谷 150.0,谷,7
轮,1096,車 159.4,車,8
库,1097,广 53.4,广,7
迹,1098,辵 162.6,辵,9
尤,1099,尢 43.1,尢,4
竞,1100,立 117.5,立,10
街,1101,行 144.6,行,12
促,1102,人 9.7,人,9
延,1103,廴 54.4,廴,6
震,1104,雨 173.7,雨,15
弃,1105,廾 55.4,廾,7
甲,1106,田 102.0,田,5
伟,1107,人 9.4,人,6
麻,1108,麻 200.0,麻,11
川,1109,巛 47.0,巛,3
申,1110,田 102.0,田,5
缓,1111,糸 120.9,糸,12
潜,1112,水 85.12,水,15
闪,1113,門 169.2,門,5
售,1114,口 30.8,口,11
灯,1115,火 86.2,火,6
针,1116,金 167.2,金,7
哲,1117,口 30.7,口,10
络,1118,糸 120.6,糸,9
抵,1119,手 64.5,手,8
朱,1120,木 75.2,木,6
埃,1121,土 32.7,土,10
抱,1122,手 64.5,手,8
鼓,1123,鼓 207.0,鼓,13
植,1124,木 75.8,木,12
纯,1125,糸 120.4,糸,7
夏,1126,夊 35.7,夊,10
忍,1127,心 61.3,心,7
页,1128,頁 181.0,頁,6
杰,1129,木 75.4,木,8
筑,1130,竹 118.6,竹,12
折,1131,手 64.4,手,7
郑,1132,邑 163.6,邑,8
贝,1133,貝 154.0,貝,4
尊,1134,寸 41.9,寸,12
吴,1135,口 30.4,口,7
秀,1136,禾 115.2,禾,7
混,1137,水 85.8,水,11
臣,1138,臣 131.0,臣,6
雅,1139,隹 172.4,隹,12
振,1140,手 64.7,手,10
染,1141,木 75.5,木,9
盛,1142,皿 108.7,皿,11
怒,1143,心 61.5,心,9
舞,1144,舛 136.8,舛,14
圆,1145,囗 31.7,囗,10
搞,1146,手 64.10,手,13
狂,1147,犬 94.4,犬,7
措,1148,手 64.8,手,11
姓,1149,女 38.5,女,8
残,1150,歹 78.5,歹,9
秋,1151,禾 115.4,禾,9
培,1152,土 32.8,土,11
迷,1153,辵 162.6,辵,9
诚,1154,言 149.6,言,8
宽,1155,宀 40.7,宀,10
宇,1156,宀 40.3,宀,6
猛,1157,犬 94.8,犬,11
摆,1158,手 64.10,手,13
梅,1159,木 75.7,木,11
毁,1160,殳 79.9,殳,13
伸,1161,人 9.5,人,7
摩,1162,手 64.11,手,15
盟,1163,皿 108.8,皿,13
末,1164,木 75.1,木,5
乃,1165,丿 4.1,丿,2
悲,1166,心 61.8,心,12
拍,1167,手 64.5,手,8
丁,1168,一 1.1,一,2
赵,1169,走 156.2,走,9
硬,1170,石 112.7,石,12
麦,1171,麥 199.0,麥,7
蒋,1172,艸 140.9,艸,12
操,1173,手 64.13,手,16
耶,1174,耳 128.3,耳,8
阻,1175,阜 170.5,阜,7
订,1176,言 149.2,言,4
彩,1177,彡 59.8,彡,11
抽,1178,手 64.5,手,8
赞,1179,貝 154.12,貝,16
魔,1180,鬼 194.11,鬼,20
纷,1181,糸 120.4,糸,7
沿,1182,水 85.5,水,8
喊,1183,口 30.9,口,12
违,1184,辵 162.4,辵,7
妹,1185,女 38.5,女,8
浪,1186,水 85.7,水,10
汇,1187,水 85.2,水,5
币,1188,巾 50.1,巾,4
丰,1189,丨 2.3,丨,4
蓝,1190,艸 140.10,艸,13
殊,1191,歹 78.6,歹,10
献,1192,犬 94.9,犬,13
桌,1193,木 75.6,木,10
啦,1194,口 30.8,口,11
瓦,1195,瓦 98.0,瓦,4
莱,1196,艸 140.7,艸,10
援,1197,手 64.9,手,12
译,1198,言 149.5,言,7
夺,1199,大 37.3,大,6
汽,1200,水 85.4,水,7
烧,1201,火 86.6,火,10
距,1202,足 157.5,足,11
裁,1203,衣 145.6,衣,12
偏,1204,人 9.9,人,11
符,1205,竹 118.5,竹,11
勇,1206,力 19.7,力,9
触,1207,角 148.6,角,13
课,1208,言 149.8,言,10
敬,1209,攴 66.9,攴,12
哭,1210,口 30.7,口,10
懂,1211,心 61.13,心,15
墙,1212,土 32.11,土,14
袭,1213,龍 212.6,龍,11
召,1214,口 30.2,口,5
罚,1215,网 122.4,网,9
侠,1216,人 9.6,人,8
厅,1217,厂 27.2,厂,4
拜,1218,手 64.5,手,9
巧,1219,工 48.2,工,5
侧,1220,人 9.6,人,8
韩,1221,韋 178.8,韋,12
冒,1222,冂 13.7,冂,9
债,1223,人 9.8,人,10
曼,1224,日 72.7,日,11
融,1225,虫 142.10,虫,16
惯,1226,心 61.8,心,11
享,1227,亠 8.6,亠,8
戴,1228,戈 62.14,戈,17
童,1229,立 117.7,立,12
犹,1230,犬 94.4,犬,7
乘,1231,丿 4.9,丿,10
挂,1232,手 64.6,手,9
奖,1233,大 37.6,大,9
绍,1234,糸 120.5,糸,8
厚,1235,厂 27.7,厂,9
纵,1236,糸 120.4,糸,7
障,1237,阜 170.11,阜,13
讯,1238,言 149.3,言,5
涉,1239,水 85.7,水,10
彻,1240,彳 60.4,彳,7
刊,1241,刀 18.3,刀,5
丈,1242,一 1.2,一,3
爆,1243,火 86.15,火,19
乌,1244,丿 4.3,丿,4
役,1245,彳 60.4,彳,7
描,1246,手 64.9,手,11
洗,1247,水 85.6,水,9
玛,1248,玉 96.3,玉,7
患,1249,心 61.7,心,11
妙,1250,女 38.4,女,7
镜,1251,金 167.11,金,16
唱,1252,口 30.8,口,11
烦,1253,火 86.6,火,10
签,1254,竹 118.7,竹,13
仙,1255,人 9.3,人,5
彼,1256,彳 60.5,彳,8
弗,1257,弓 57.2,弓,5
症,1258,疒 104.5,疒,10
仿,1259,人 9.4,人,6
倾,1260,人 9.8,人,10
牌,1261,片 91.8,片,12
陷,1262,阜 170.8,阜,10
鸟,1263,鳥 196.0,鳥,5
轰,1264,車 159.4,車,8
咱,1265,口 30.6,口,9
菜,1266,艸 140.8,艸,11
闭,1267,門 169.3,門,6
奋,1268,大 37.5,大,8
庆,1269,广 53.3,广,6
撤,1270,手 64.12,手,15
泪,1271,水 85.5,水,8
茶,1272,艸 140.6,艸,9
疾,1273,疒 104.5,疒,10
缘,1274,糸 120.9,糸,12
播,1275,手 64.12,手,15
朗,1276,月 74.7,月,10
杜,1277,木 75.3,木,7
奶,1278,女 38.2,女,5
季,1279,子 39.5,子,8
丹,1280,丶 3.3,丶,4
狗,1281,犬 94.5,犬,8
尾,1282,尸 44.4,尸,7
仪,1283,人 9.3,人,5
偷,1284,人 9.9,人,11
奔,1285,大 37.6,大,8
珠,1286,玉 96.6,玉,10
虫,1287,虫 142.0,虫,6
驻,1288,馬 187.5,馬,8
孔,1289,子 39.1,子,4
宜,1290,宀 40.5,宀,8
艾,1291,艸 140.2,艸,5
桥,1292,木 75.6,木,10
淡,1293,水 85.8,水,11
翼,1294,羽 124.12,羽,17
恨,1295,心 61.6,心,9
繁,1296,糸 120.11,糸,17
寒,1297,宀 40.9,宀,12
伴,1298,人 9.5,人,7
叹,1299,口 30.2,口,5
旦,1300,日 72.1,日,5
愈,1301,心 61.9,心,13
潮,1302,水 85.12,水,15
粮,1303,米 119.7,米,13
缩,1304,糸 120.11,糸,14
罢,1305,网 122.5,网,10
聚,1306,耳 128.8,耳,14
径,1307,彳 60.5,彳,8
恰,1308,心 61.6,心,9
挑,1309,手 64.6,手,9
袋,1310,衣 145.5,衣,11
灰,1311,火 86.2,火,6
捕,1312,手 64.7,手,10
徐,1313,彳 60.7,彳,10
珍,1314,玉 96.5,玉,9
幕,1315,巾 50.11,巾,13
映,1316,日 72.5,日,9
裂,1317,衣 145.6,衣,12
泰,1318,水 85.5,水,10
隔,1319,阜 170.10,阜,12
启,1320,口 30.4,口,7
尖,1321,小 42.3,小,6
忠,1322,心 61.4,心,8
累,1323,糸 120.5,糸,11
炎,1324,火 86.4,火,8
暂,1325,日 72.8,日,12
估,1326,人 9.5,人,7
泛,1327,水 85.5,水,7
荒,1328,艸 140.6,艸,9
偿,1329,人 9.9,人,11
横,1330,木 75.11,木,15
拒,1331,手 64.5,手,7
瑞,1332,玉 96.9,玉,13
忆,1333,心 61.1,心,4
孤,1334,子 39.5,子,8
鼻,1335,鼻 209.0,鼻,14
闹,1336,門 169.5,門,8
羊,1337,羊 123.0,羊,6
呆,1338,口 30.4,口,7
厉,1339,厂 27.3,厂,5
衡,1340,行 144.10,行,16
胞,1341,肉 130.5,肉,9
零,1342,雨 173.5,雨,13
穷,1343,穴 116.2,穴,7
舍,1344,舌 135.2,舌,8
码,1345,石 112.3,石,8
赫,1346,赤 155.7,赤,14
婆,1347,女 38.8,女,11
魂,1348,鬼 194.4,鬼,13
灾,1349,火 86.3,火,7
洪,1350,水 85.6,水,9
腿,1351,肉 130.10,肉,13
胆,1352,肉 130.5,肉,9
津,1353,水 85.6,水,9
俗,1354,人 9.7,人,9
辩,1355,辛 160.9,辛,16
胸,1356,肉 130.6,肉,10
晓,1357,日 72.6,日,10
劲,1358,力 19.5,力,7
贫,1359,貝 154.4,貝,8
仁,1360,人 9.2,人,4
偶,1361,人 9.9,人,11
辑,1362,車 159.9,車,13
邦,1363,邑 163.4,邑,6
恢,1364,心 61.6,心,9
赖,1365,貝 154.9,貝,13
圈,1366,囗 31.8,囗,11
摸,1367,手 64.11,手,13
仰,1368,人 9.4,人,6
润,1369,水 85.7,水,10
堆,1370,土 32.8,土,11
碰,1371,石 112.8,石,13
艇,1372,舟 137.7,舟,12
稍,1373,禾 115.7,禾,12
迟,1374,辵 162.4,辵,7
辆,1375,車 159.7,車,11
废,1376,广 53.5,广,8
净,1377,冫 15.6,冫,8
凶,1378,凵 17.2,凵,4
署,1379,网 122.8,网,13
壁,1380,土 32.13,土,16
御,1381,彳 60.8,彳,12
奉,1382,大 37.5,大,8
旋,1383,方 70.7,方,11
冬,1384,冫 15.3,冫,5
矿,1385,石 112.3,石,8
抬,1386,手 64.5,手,8
蛋,1387,虫 142.5,虫,11
晨,1388,日 72.7,日,11
伏,1389,人 9.4,人,6
吹,1390,口 30.4,口,7
鸡,1391,鳥 196.2,鳥,7
倍,1392,人 9.8,人,10
糊,1393,米 119.9,米,15
秦,1394,禾 115.5,禾,10
盾,1395,目 109.4,目,9
杯,1396,木 75.4,木,8
租,1397,禾 115.5,禾,10
骑,1398,馬 187.8,馬,11
乏,1399,丿 4.4,丿,4
隆,1400,阜 170.9,阜,11
诊,1401,言 149.5,言,7
奴,1402,女 38.2,女,5
摄,1403,手 64.10,手,13
丧,1404,十 24.6,十,8
污,1405,水 85.3,水,6
渡,1406,水 85.9,水,12
旗,1407,方 70.10,方,14
甘,1408,甘 99.0,甘,5
耐,1409,而 126.3,而,9
凭,1410,几 16.6,几,8
扎,1411,手 64.1,手,4
抢,1412,手 64.4,手,7
绪,1413,糸 120.8,糸,11
粗,1414,米 119.5,米,11
肩,1415,肉 130.4,肉,8
梁,1416,木 75.7,木,11
幻,1417,幺 52.1,幺,4
菲,1418,艸 140.8,艸,11
皆,1419,白 106.4,白,9
碎,1420,石 112.8,石,13
宙,1421,宀 40.5,宀,8
叔,1422,又 29.6,又,8
岩,1423,山 46.5,山,8
荡,1424,艸 140.7,艸,9
综,1425,糸 120.8,糸,11
爬,1426,爪 87.4,爪,8
荷,1427,艸 140.7,艸,10
悉,1428,心 61.7,心,11
蒂,1429,艸 140.9,艸,12
返,1430,辵 162.4,辵,7
井,1431,二 7.2,二,4
壮,1432,士 33.3,士,6
薄,1433,艸 140.13,艸,16
悄,1434,心 61.7,心,10
扫,1435,手 64.3,手,6
敏,1436,攴 66.7,攴,11
碍,1437,石 112.8,石,13
殖,1438,歹 78.8,歹,12
详,1439,言 149.6,言,8
迪,1440,辵 162.5,辵,8
矛,1441,矛 110.0,矛,5
霍,1442,雨 173.8,雨,16
允,1443,儿 10.2,儿,4
幅,1444,巾 50.9,巾,12
撒,1445,手 64.12,手,15
剩,1446,刀 18.10,刀,12
凯,1447,几 16.6,几,8
颗,1448,頁 181.8,頁,14
骂,1449,口 30.6,口,9
赏,1450,貝 154.8,貝,12
液,1451,水 85.8,水,11
番,1452,田 102.7,田,12
箱,1453,竹 118.9,竹,15
贴,1454,貝 154.5,貝,9
漫,1455,水 85.11,水,14
酸,1456,酉 164.7,酉,14
郎,1457,邑 163.6,邑,8
腰,1458,肉 130.9,肉,13
舒,1459,舌 135.6,舌,12
眉,1460,目 109.4,目,9
忧,1461,心 61.4,心,7
浮,1462,水 85.7,水,10
辛,1463,辛 160.0,辛,7
恋,1464,心 61.6,心,10
餐,1465,食 184.7,食,16
吓,1466,口 30.3,口,6
挺,1467,手 64.7,手,9
励,1468,力 19.5,力,7
辞,1469,舌 135.7,舌,13
艘,1470,舟 137.10,舟,15
键,1471,金 167.8,金,13
伍,1472,人 9.4,人,6
峰,1473,山 46.7,山,10
尺,1474,尸 44.1,尸,4
昨,1475,日 72.5,日,9
黎,1476,黍 202.3,黍,15
辈,1477,非 175.4,非,12
贯,1478,貝 154.4,貝,8
侦,1479,人 9.6,人,8
滑,1480,水 85.10,水,12
券,1481,刀 18.6,刀,8
崇,1482,山 46.8,山,11
扰,1483,手 64.4,手,7
宪,1484,宀 40.6,宀,9
绕,1485,糸 120.6,糸,9
趋,1486,走 156.5,走,12
慈,1487,心 61.10,心,13
乔,1488,大 37.3,大,6
阅,1489,門 169.7,門,10
汗,1490,水 85.3,水,6
枝,1491,木 75.4,木,8
拖,1492,手 64.5,手,8
墨,1493,土 32.12,土,15
胁,1494,肉 130.4,肉,8
插,1495,手 64.9,手,12
箭,1496,竹 118.9,竹,15
腊,1497,肉 130.8,肉,12
粉,1498,米 119.4,米,10
泥,1499,水 85.5,水,8
氏,1500,氏 83.0,氏,4
彭,1501,彡 59.9,彡,12
拔,1502,手 64.5,手,8
骗,1503,馬 187.9,馬,12
凤,1504,几 16.2,几,4
慧,1505,心 61.11,心,15
媒,1506,女 38.9,女,12
佩,1507,人 9.6,人,8
愤,1508,心 61.9,心,12
扑,1509,手 64.2,手,5
龄,1510,齒 211.5,齒,13
驱,1511,馬 187.4,馬,7
惜,1512,心 61.8,心,11
豪,1513,豕 152.7,豕,14
掩,1514,手 64.8,手,11
兼,1515,八 12.8,八,10
跃,1516,足 157.4,足,11
尸,1517,尸 44.0,尸,3
肃,1518,聿 129.4,聿,8
帕,1519,巾 50.5,巾,8
驶,1520,馬 187.5,馬,8
堡,1521,土 32.9,土,12
届,1522,尸 44.5,尸,8
欣,1523,欠 76.4,欠,8
惠,1524,心 61.8,心,12
册,1525,冂 13.3,冂,5
储,1526,人 9.10,人,12
飘,1527,風 182.11,風,15
桑,1528,木 75.6,木,10
闲,1529,門 169.4,門,7
惨,1530,心 61.8,心,11
洁,1531,水 85.6,水,9
踪,1532,足 157.8,足,15
勃,1533,力 19.7,力,9
宾,1534,宀 40.7,宀,10
频,1535,頁 181.7,頁,13
仇,1536,人 9.2,人,4
磨,1537,石 112.11,石,16
递,1538,辵 162.7,辵,10
邪,1539,邑 163.4,邑,6
撞,1540,手 64.12,手,15
拟,1541,手 64.5,手,7
滚,1542,水 85.11,水,13
奏,1543,大 37.6,大,9
巡,1544,巛 47.4,巛,6
颜,1545,頁 181.9,頁,15
剂,1546,刀 18.6,刀,8
绩,1547,糸 120.8,糸,11
贡,1548,貝 154.3,貝,7
疯,1549,疒 104.4,疒,9
坡,1550,土 32.5,土,8
瞧,1551,目 109.12,目,17
截,1552,戈 62.10,戈,14
燃,1553,火 86.12,火,16
焦,1554,火 86.8,火,12
殿,1555,殳 79.9,殳,13
伪,1556,人 9.4,人,6
柳,1557,木 75.5,木,9
锁,1558,金 167.7,金,12
逼,1559,辵 162.9,辵,12
颇,1560,頁 181.5,頁,11
昏,1561,日 72.4,日,8
劝,1562,力 19.2,力,4
呈,1563,口 30.4,口,7
搜,1564,手 64.9,手,12
勤,1565,力 19.11,力,13
戒,1566,戈 62.3,戈,7
驾,1567,馬 187.5,馬,8
漂,1568,水 85.11,水,14
饮,1569,食 184.4,食,7
曹,1570,曰 73.7,曰,11
朵,1571,木 75.2,木,6
仔,1572,人 9.3,人,5
柔,1573,木 75.5,木,9
俩,1574,人 9.7,人,9
孟,1575,子 39.5,子,8
腐,1576,肉 130.8,肉,14
幼,1577,幺 52.2,幺,5
践,1578,足 157.5,足,12
籍,1579,竹 118.14,竹,20
牧,1580,牛 93.4,牛,8
凉,1581,冫 15.8,冫,10
牲,1582,牛 93.5,牛,9
佳,1583,人 9.6,人,8
娜,1584,女 38.7,女,9
浓,1585,水 85.6,水,9
芳,1586,艸 140.4,艸,7
稿,1587,禾 115.10,禾,15
竹,1588,竹 118.0,竹,6
腹,1589,肉 130.9,肉,13
跌,1590,足 157.5,足,12
逻,1591,辵 162.8,辵,11
垂,1592,土 32.5,土,8
遵,1593,辵 162.12,辵,15
脉,1594,肉 130.6,肉,9
貌,1595,豸 153.7,豸,14
柏,1596,木 75.5,木,9
狱,1597,犬 94.6,犬,9
猜,1598,犬 94.8,犬,11
怜,1599,心 61.5,心,8
惑,1600,心 61.8,心,12
陶,1601,阜 170.8,阜,10
兽,1602,八 12.9,八,11
帐,1603,巾 50.4,巾,7
饰,1604,食 184.5,食,8
贷,1605,貝 154.5,貝,9
昌,1606,日 72.4,日,8
叙,1607,又 29.7,又,9
躺,1608,身 158.8,身,15
钢,1609,金 167.4,金,9
沟,1610,水 85.4,水,7
寄,1611,宀 40.8,宀,11
扶,1612,手 64.4,手,7
铺,1613,金 167.7,金,12
邓,1614,邑 163.2,邑,4
寿,1615,寸 41.4,寸,7
惧,1616,心 61.8,心,11
询,1617,言 149.6,言,8
汤,1618,水 85.3,水,6
盗,1619,皿 108.6,皿,11
肥,1620,肉 130.4,肉,8
尝,1621,小 42.6,小,9
匆,1622,勹 20.3,勹,5
辉,1623,小 42.9,小,12
奈,1624,大 37.5,大,8
扣,1625,手 64.3,手,6
廷,1626,廴 54.4,廴,6
澳,1627,水 85.13,水,15
嘛,1628,口 30.11,口,14
董,1629,艸 140.9,艸,12
迁,1630,辵 162.3,辵,6
凝,1631,冫 15.14,冫,16
慰,1632,心 61.11,心,15
厌,1633,厂 27.4,厂,6
脏,1634,肉 130.6,肉,10
腾,1635,肉 130.9,肉,13
幽,1636,幺 52.6,幺,9
怨,1637,心 61.5,心,9
鞋,1638,革 177.6,革,15
丢,1639,一 1.5,一,6
埋,1640,土 32.7,土,10
泉,1641,水 85.5,水,9
涌,1642,水 85.7,水,10
辖,1643,車 159.10,車,14
躲,1644,身 158.6,身,13
晋,1645,日 72.6,日,10
紫,1646,糸 120.5,糸,12
艰,1647,又 29.6,又,8
魏,1648,鬼 194.8,鬼,17
吾,1649,口 30.4,口,7
慌,1650,心 61.10,心,12
祝,1651,示 113.5,示,9
邮,1652,邑 163.5,邑,7
吐,1653,口 30.3,口,6
狠,1654,犬 94.6,犬,9
鉴,1655,金 167.5,金,13
曰,1656,曰 73.0,曰,4
械,1657,木 75.7,木,11
咬,1658,口 30.6,口,9
邻,1659,邑 163.5,邑,7
赤,1660,赤 155.0,赤,7
挤,1661,手 64.6,手,9
弯,1662,弓 57.6,弓,9
椅,1663,木 75.8,木,12
陪,1664,阜 170.8,阜,10
割,1665,刀 18.10,刀,12
揭,1666,手 64.9,手,12
韦,1667,韋 178.0,韋,4
悟,1668,心 61.7,心,10
聪,1669,耳 128.9,耳,15
雾,1670,雨 173.5,雨,13
锋,1671,金 167.7,金,12
梯,1672,木 75.7,木,11
猫,1673,犬 94.9,犬,11
祥,1674,示 113.6,示,10
阔,1675,門 169.9,門,12
誉,1676,言 149.6,言,13
筹,1677,竹 118.7,竹,13
丛,1678,一 1.4,一,5
牵,1679,大 37.6,大,9
鸣,1680,口 30.5,口,8
沈,1681,水 85.4,水,7
阁,1682,門 169.6,門,9
穆,1683,禾 115.11,禾,16
屈,1684,尸 44.5,尸,8
旨,1685,日 72.2,日,6
袖,1686,衣 145.5,衣,10
猎,1687,犬 94.8,犬,11
臂,1688,肉 130.13,肉,17
蛇,1689,虫 142.5,虫,11
贺,1690,貝 154.5,貝,9
柱,1691,木 75.5,木,9
抛,1692,手 64.4,手,7
鼠,1693,鼠 208.0,鼠,13
瑟,1694,玉 96.9,玉,13
戈,1695,戈 62.0,戈,4
牢,1696,牛 93.3,牛,7
逊,1697,辵 162.6,辵,9
迈,1698,辵 162.3,辵,6
欺,1699,欠 76.8,欠,12
吨,1700,口 30.4,口,7
琴,1701,玉 96.8,玉,12
衰,1702,衣 145.4,衣,10
瓶,1703,瓦 98.6,瓦,10
恼,1704,心 61.6,心,9
燕,1705,火 86.12,火,16
仲,1706,人 9.4,人,6
诱,1707,言 149.7,言,9
狼,1708,犬 94.7,犬,10
池,1709,水 85.3,水,6
疼,1710,疒 104.5,疒,10
卢,1711,卜 25.3,卜,5
仗,1712,人 9.3,人,5
冠,1713,冖 14.7,冖,9
粒,1714,米 119.5,米,11
遥,1715,辵 162.9,辵,13
吕,1716,口 30.3,口,6
玄,1717,玄 95.0,玄,5
尘,1718,小 42.3,小,6
冯,1719,馬 187.2,馬,5
抚,1720,手 64.4,手,7
浅,1721,水 85.5,水,8
敦,1722,攴 66.8,攴,12
纠,1723,糸 120.2,糸,5
钻,1724,金 167.5,金,10
晶,1725,日 72.8,日,12
岂,1726,山 46.3,山,6
峡,1727,山 46.6,山,9
苍,1728,艸 140.4,艸,7
喷,1729,口 30.9,口,12
耗,1730,耒 127.4,耒,10
凌,1731,冫 15.8,冫,10
敲,1732,攴 66.10,攴,14
菌,1733,艸 140.8,艸,11
赔,1734,貝 154.8,貝,12
涂,1735,水 85.7,水,10
粹,1736,米 119.8,米,14
扁,1737,戶 63.5,戶,9
亏,1738,二 7.1,二,3
寂,1739,宀 40.8,宀,11
煤,1740,火 86.9,火,13
熊,1741,火 86.10,火,14
恭,1742,心 61.6,心,10
湿,1743,水 85.9,水,12
循,1744,彳 60.9,彳,12
暖,1745,日 72.9,日,13
糖,1746,米 119.10,米,16
赋,1747,貝 154.8,貝,12
抑,1748,手 64.4,手,7
秩,1749,禾 115.5,禾,10
帽,1750,巾 50.9,巾,12
哀,1751,口 30.6,口,9
宿,1752,宀 40.8,宀,11
踏,1753,足 157.8,足,15
烂,1754,火 86.5,火,9
袁,1755,衣 145.4,衣,10
侯,1756,人 9.7,人,9
抖,1757,手 64.4,手,7
夹,1758,一 1.5,一,6
昆,1759,日 72.4,日,8
肝,1760,肉 130.3,肉,7
擦,1761,手 64.14,手,17
猪,1762,犬 94.9,犬,11
炼,1763,火 86.5,火,9
恒,1764,心 61.6,心,9
